rank,name,code,country,birthdate
439,Brandon Holt,BrandonHolt,USA,1998-04-06
440,Adria Soriano Barrera,AdriaSorianoBarrera,COL,1999-06-02
441,Enrico Dalla Valle,EnricoDallaValle,ITA,1998-03-21
442,Benjamin Hassan,BenjaminHassan,LBN,1995-02-04
443,Milos Karol,MilosKarol,SVK,2002-12-13
444,Olukayode Alafia Damina Ayeni,OlukayodeAlafiaDaminaAyeni,USA,1999-08-10
445,Sebastian Sorger,SebastianSorger,AUT,2005-12-19
446,Tibo Colson,TiboColson,BEL,2000-07-12
447,Joao Eduardo Schiessl,JoaoEduardoSchiessl,BRA,2004-08-19
448,Eric Vanshelboim,EricVanshelboim,UKR,2001-07-15
449,Jake Delaney,JakeDelaney,AUS,1997-05-14
450,Viacheslav Bielinskyi,ViacheslavBielinskyi,UKR,2003-12-02
451,Viktor Durasovic,ViktorDurasovic,NOR,1997-03-19
452,Sergio Callejon Hernando,SergioCallejonHernando,ESP,2004-09-16
453,Andrea Picchione,AndreaPicchione,ITA,1998-06-07
454,Nicolas Alvarez Varona,NicolasAlvarezVarona,ESP,2001-05-18
455,Radu Mihai Papoe,RaduMihaiPapoe,ROU,2002-08-28
456,Eero Vasa,EeroVasa,FIN,1997-02-01
457,Juan Alejandro Hernandez Serrano,JuanAlejandroHernandezSerrano,MEX,1999-06-23
458,Robert Strombachs,RobertStrombachs,LAT,1999-09-15
459,Christoph Negritu,ChristophNegritu,GER,1994-03-21
460,Mateus Alves,MateusAlves,BRA,2001-01-23
461,Denis Yevseyev,DenisYevseyev,KAZ,1993-05-22
462,Lorenzo Joaquin Rodriguez,LorenzoJoaquinRodriguez,ARG,1999-09-29
463,Aidan Mchugh,AidanMchugh,GBR,2000-07-09
464,Mees Rottgering,MeesRottgering,NED,2007-07-07
465,Luca Potenza,LucaPotenza,ITA,2000-07-28
466,Ivan Marrero Curbelo,IvanMarreroCurbelo,ESP,1998-09-27
467,"Carlos Maria Zarate</a></td><td align=""left"">ARG</td><td align=""right""></td></tr><tr><td align=""right"">468</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=QuinnVandecasteele"">Quinn Vandecasteele",CarlosMariaZarate,USA,2002-09-01
469,Alex Marti Pujolras,AlexMartiPujolras,ESP,1999-02-10
470,Valerio Aboian,ValerioAboian,ARG,2002-06-14
471,Hikaru Shiraishi,HikaruShiraishi,JPN,2000-05-22
472,Laurent Lokoli,LaurentLokoli,FRA,1994-10-18
473,Miguel Tobon,MiguelTobon,COL,2006-06-19
474,Niels Visker,NielsVisker,NED,2001-10-05
475,Jason Kubler,JasonKubler,AUS,1993-05-19
476,Christian Langmo,ChristianLangmo,USA,1996-06-01
477,Rudolf Molleker,RudolfMolleker,GER,2000-10-26
478,Lorenzo Carboni,LorenzoCarboni,ITA,2006-02-27
479,Dhakshineswar Suresh,DhakshineswarSuresh,IND,2000-03-29
480,Alexandr Binda,AlexandrBinda,ITA,2001-09-22
481,Takuya Kumasaka,TakuyaKumasaka,JPN,1998-10-12
482,Daniel Siniakov,DanielSiniakov,CZE,2003-01-15
483,Koki Matsuda,KokiMatsuda,JPN,2000-10-31
484,Matthew William Donald,MatthewWilliamDonald,CZE,2004-11-08
485,Karan Singh,KaranSingh,IND,2003-06-30
486,Alec Beckley,AlecBeckley,RSA,2001-06-18
487,Maxime Chazal,MaximeChazal,FRA,1993-04-24
488,Pietro Fellin,PietroFellin,ITA,2001-08-02
489,Filip Peliwo,FilipPeliwo,POL,1994-01-30
490,Alejo Sanchez Quilez,AlejoSanchezQuilez,ESP,2005-06-25
491,Henry Bernet,HenryBernet,SUI,2007-01-25
492,Jelle Sels,JelleSels,NED,1995-08-10
493,Dan Martin,DanMartin,CAN,1999-05-09
494,Dominik Palan,DominikPalan,CZE,2000-09-30
495,Pedro Sakamoto,PedroSakamoto,BRA,1993-06-29
496,Svyatoslav Gulin,SvyatoslavGulin,RUS,2002-12-04
497,Colin Sinclair,ColinSinclair,NMI,1994-12-19
498,Paulo Andre Saraiva Dos Santos,PauloAndreSaraivaDosSantos,BRA,2000-06-23
499,Blake Ellis,BlakeEllis,AUS,1999-01-06
500,Giuseppe La Vela,GiuseppeLaVela,ITA,2000-10-16
501,Mika Petkovic,MikaPetkovic,GER,2006-12-29
502,Matteo Gigante,MatteoGigante,ITA,2002-01-04
503,Aristotelis Thanos,AristotelisThanos,GRE,2001-04-07
504,Juan Cruz Martin Manzano,JuanCruzMartinManzano,ITA,2004-12-15
505,Karl Poling,KarlPoling,USA,1999-08-04
506,Sergi Perez Contri,SergiPerezContri,ESP,1998-01-20
507,Taha Baadi,TahaBaadi,CAN,2001-07-19
508,Faris Zakaryia,FarisZakaryia,EGY,2001-05-13
509,Massimo Giunta,MassimoGiunta,ITA,2004-07-09
510,Tomasz Berkieta,TomaszBerkieta,POL,2006-07-21
511,Tiago Torres,TiagoTorres,POR,2002-07-08
512,Georgii Kravchenko,GeorgiiKravchenko,UKR,2000-07-28
513,Dusan Obradovic,DusanObradovic,SRB,2001-03-23
514,Carlos Lopez Montagud,CarlosLopezMontagud,ESP,2000-07-06
515,Leo Borg,LeoBorg,SWE,2003-05-15
516,Sebastian Gima,SebastianGima,ROU,2002-05-17
517,Enzo Aguiard,EnzoAguiard,AUS,2002-08-10
518,Karim Bennani,KarimBennani,MAR,2007-09-03
519,Maxim Zhukov,MaximZhukov,RUS,2005-01-30
520,Manuel Mazza,ManuelMazza,ITA,1999-04-16
521,Anton Shepp,AntonShepp,NZL,2002-10-30
522,Tai Sach,TaiSach,AUS,2002-09-16
523,Federico Arnaboldi,FedericoArnaboldi,ITA,2000-06-18
524,Sidharth Rawat,SidharthRawat,IND,1993-04-21
525,Filip Jeff Planinsek,FilipJeffPlaninsek,SLO,2001-06-29
526,Max Hans Rehberg,MaxHansRehberg,GER,2003-09-13
527,Thanasi Kokkinakis,ThanasiKokkinakis,AUS,1996-04-10
528,Reda Bennani,RedaBennani,MAR,2007-02-16
529,Vladyslav Orlov,VladyslavOrlov,UKR,1995-05-17
530,Michael Bassem Sobhy,MichaelBassemSobhy,EGY,2004-05-07
531,Ryan Nijboer,RyanNijboer,NED,1999-07-28
532,Sasi Kumar Mukund,SasiKumarMukund,IND,1997-01-14
533,Emile Hudd,EmileHudd,GBR,2000-05-27
534,Omar Jasika,OmarJasika,AUS,1997-05-18
535,Jakub Paul,JakubPaul,SUI,1999-03-22
536,Shunsuke Mitsui,ShunsukeMitsui,JPN,2002-05-20
537,Pavle Marinkov,PavleMarinkov,AUS,2006-02-04
538,Alexander Donski,AlexanderDonski,BUL,1998-08-01
539,Pedro Vives Marcos,PedroVivesMarcos,ESP,2001-04-13
540,Aidan Mayo,AidanMayo,USA,2003-05-14
541,Daniil Ostapenkov,DaniilOstapenkov,BLR,2003-05-08
542,Maxwell Mckennon,MaxwellMckennon,USA,2002-05-17
543,Toufik Sahtali,ToufikSahtali,ALG,1999-01-07
544,Mirza Basic,MirzaBasic,BIH,1991-07-12
545,Mae Malige,MaeMalige,FRA,2006-03-29
546,Constantin Bittoun Kouzmine,ConstantinBittounKouzmine,FRA,1999-01-04
547,Ilya Ivashka,IlyaIvashka,BLR,1994-02-24
548,Patrick Schoen,PatrickSchoen,SUI,2005-05-04
549,Hyeon Chung,HyeonChung,KOR,1996-05-19
550,Robin Catry,RobinCatry,FRA,2002-03-06
551,John Echeverria,JohnEcheverria,ESP,2001-11-30
552,Max Wiskandt,MaxWiskandt,GER,2002-02-01
553,Mitsuki Wei Kang Leong,MitsukiWeiKangLeong,MAS,2004-08-06
554,James Story,JamesStory,GBR,2001-03-05
555,Alec Deckers,AlecDeckers,NED,2000-05-02
556,Amr Elsayed Abdou Ahmed Mohamed,AmrElsayedAbdouAhmedMohamed,EGY,1999-03-04
557,Kirill Kivattsev,KirillKivattsev,RUS,1997-10-10
558,Stefan Popovic,StefanPopovic,SRB,2003-05-25
559,Maxime Janvier,MaximeJanvier,FRA,1996-10-18
560,Digvijaypratap Singh,DigvijaypratapSingh,IND,2000-06-02
561,Leonardo Rossi,LeonardoRossi,ITA,2002-08-05
562,Andrea Vavassori,AndreaVavassori,ITA,1995-05-05
563,Pierluigi Basile,PierluigiBasile,ITA,2007-01-07
564,Kaylan Bigun,KaylanBigun,USA,2006-05-23
565,Imanol Lopez Morillo,ImanolLopezMorillo,ESP,1999-11-18
566,Cooper Williams,CooperWilliams,USA,2005-06-17
567,Antoine Escoffier,AntoineEscoffier,FRA,1992-02-29
568,Yassine Dlimi,YassineDlimi,MAR,2003-05-05
569,Jakub Nicod,JakubNicod,CZE,2004-07-21
570,Tsung Hao Huang,TsungHaoHuang,TPE,1999-11-22
571,Millen Hurrion,MillenHurrion,GBR,1999-06-22
572,Kokoro Isomura,KokoroIsomura,JPN,2003-01-22
573,Alessandro Pecci,AlessandroPecci,ITA,2001-03-23
574,Neil Oberleitner,NeilOberleitner,AUT,1999-08-05
575,Aryan Shah,AryanShah,IND,2005-11-21
576,Nino Ehrenschneider,NinoEhrenschneider,GER,2001-03-31
577,Mario Gonzalez Fernandez,MarioGonzalezFernandez,ESP,2002-04-28
578,Aziz Ouakaa,AzizOuakaa,TUN,1999-08-07
579,Nicolas Arseneault,NicolasArseneault,CAN,2007-01-18
580,Alexander Ritschard,AlexanderRitschard,SUI,1994-03-24
581,Juan Sebastian Gomez,JuanSebastianGomez,COL,1992-03-05
582,Etienne Donnet,EtienneDonnet,FRA,2001-02-16
583,Olaf Pieczkowski,OlafPieczkowski,POL,2004-04-01
584,Romain Faucon,RomainFaucon,BEL,2002-09-04
585,Peter Fajta,PeterFajta,HUN,2002-05-23
586,Nicolas Tepmahc,NicolasTepmahc,FRA,2001-05-23
587,Joshua Sheehy,JoshuaSheehy,USA,1997-01-28
588,Dragos Nicolae Madaras,DragosNicolaeMadaras,SWE,1997-09-12
589,Joaquin Aguilar Cardozo,JoaquinAguilarCardozo,URU,2005-04-08
590,Cesar Bouchelaghem,CesarBouchelaghem,FRA,2004-06-28
591,Alan Fernando Rubio Fierros,AlanFernandoRubioFierros,MEX,1999-02-03
592,Arda Azkara,ArdaAzkara,TUR,2003-03-14
593,Tristan Mccormick,TristanMccormick,USA,1999-04-01
594,Ryan Dickerson,RyanDickerson,USA,1997-05-08
595,Karol Filar,KarolFilar,POL,1998-08-31
596,Bruno Kuzuhara,BrunoKuzuhara,USA,2004-04-01
597,Lukas Pokorny,LukasPokorny,SVK,2002-02-28
598,Daniel De Jonge,DanielDeJonge,NED,1999-08-17
599,Marcel Zielinski,MarcelZielinski,POL,2000-10-27
600,Hady Habib,HadyHabib,LIB,1998-08-21
601,Alfredo Perez,AlfredoPerez,USA,1997-05-22
602,Igor Gimenez,IgorGimenez,BRA,2000-02-20
603,Ergi Kirkin,ErgiKirkin,TUR,1999-01-27
604,Luca Staeheli,LucaStaeheli,SUI,2000-03-08
605,Giovanni Oradini,GiovanniOradini,ITA,1997-09-14
606,Andrew Paulson,AndrewPaulson,CZE,2001-11-16
607,Peter Makk,PeterMakk,HUN,2001-10-20
608,Kuan Yi Lee,KuanYiLee,TPE,1996-09-09
609,Bruno Fernandez,BrunoFernandez,BRA,2004-07-26
610,Emilien Demanet,EmilienDemanet,BEL,2005-04-25
611,Iliyan Radulov,IliyanRadulov,BUL,2005-06-11
612,Erik Arutiunian,ErikArutiunian,BLR,2004-10-19
613,Alexey Vatutin,AlexeyVatutin,RUS,1992-10-27
614,Alberto Barroso Campos,AlbertoBarrosoCampos,ESP,1996-06-04
615,Cruz Hewitt,CruzHewitt,AUS,2008-12-11
616,Gerard Campana Lee,GerardCampanaLee,KOR,2004-10-01
617,Luis Carlos Alvarez,LuisCarlosAlvarez,MEX,2004-09-03
618,Gabriel Ghetu,GabrielGhetu,ROU,2007-11-07
619,Yuta Kawahashi,YutaKawahashi,JPN,1998-01-26
620,Josip Simundza,JosipSimundza,CRO,2004-12-20
621,Karlis Ozolins,KarlisOzolins,LAT,2002-06-15
622,Oleksandr Ovcharenko,OleksandrOvcharenko,UKR,2001-10-17
623,Yanis Ghazouani Durand,YanisGhazouaniDurand,FRA,2000-07-04
624,Samuel Alejandro Linde Palacios,SamuelAlejandroLindePalacios,COL,2007-10-25
625,Leo Vithoontien,LeoVithoontien,JPN,1999-08-18
626,Roberto Cid,RobertoCid,DOM,1993-08-30
627,Filippo Moroni,FilippoMoroni,ITA,2001-02-01
628,Michael Vrbensky,MichaelVrbensky,CZE,1999-12-26
629,Arthur Bouquier,ArthurBouquier,FRA,2000-12-25
630,Khumoyun Sultanov,KhumoyunSultanov,UZB,1998-10-27
631,Santiago De La Fuente,SantiagoDeLaFuente,ARG,2002-02-06
632,Denys Klok,DenysKlok,RUS,1998-05-26
633,Federico Iannaccone,FedericoIannaccone,ITA,1999-03-26
634,Guillaume Dalmasso,GuillaumeDalmasso,FRA,2002-10-14
635,Aidan Kim,AidanKim,USA,2004-11-24
636,Alexander Weis,AlexanderWeis,ITA,1997-04-24
637,Yuki Mochizuki,YukiMochizuki,JPN,1997-11-23
638,Jacob Bradshaw,JacobBradshaw,AUS,2002-10-23
639,Luca Wiedenmann,LucaWiedenmann,GER,1998-04-28
640,Amir Omarkhanov,AmirOmarkhanov,KAZ,2007-11-17
641,Stefan Adrian Andreescu,StefanAdrianAndreescu,ROU,2001-12-24
642,Timofei Derepasko,TimofeiDerepasko,RUS,2007-01-07
643,Christopher Eubanks,ChristopherEubanks,USA,1996-05-05
644,Mate Valkusz,MateValkusz,HUN,1998-08-13
645,Yuta Kikuchi,YutaKikuchi,JPN,1999-09-27
646,Maximo Zeitune,MaximoZeitune,ARG,2007-03-28
647,Izan Almazan Valiente,IzanAlmazanValiente,ESP,2006-03-02
648,Louis Wessels,LouisWessels,GER,1998-08-27
649,Alan Magadan,AlanMagadan,MEX,2001-05-26
650,Saba Purtseladze,SabaPurtseladze,GEO,2001-08-20
651,Alexander Vasilev,AlexanderVasilev,BUL,2007-05-14
652,Igor Kudriashov,IgorKudriashov,RUS,2003-09-27
653,Ivan Ivanov,IvanIvanov,BUL,2008-10-30
654,Strong Kirchheimer,StrongKirchheimer,USA,1995-04-26
655,Evan Zhu,EvanZhu,USA,1998-08-15
656,Fryderyk Lechno Wasiutynski,FryderykLechnoWasiutynski,POL,2005-03-20
657,Aziz Dougaz,AzizDougaz,TUN,1997-03-26
658,Lorenzo Sciahbasi,LorenzoSciahbasi,ITA,2005-11-04
659,Ryan Colby,RyanColby,USA,2003-09-18
660,Aleksandre Bakshi,AleksandreBakshi,GEO,1997-07-15
661,Jan Kumstat,JanKumstat,CZE,2007-01-02
662,Maxence Beauge,MaxenceBeauge,FRA,2000-06-08
663,Adhithya Ganesan,AdhithyaGanesan,USA,2005-10-24
664,S D Prajwal Dev,SDPrajwalDev,IND,1996-05-27
665,Yusuke Takahashi,YusukeTakahashi,JPN,1997-10-17
666,Adrian Oetzbach,AdrianOetzbach,GER,1997-10-29
667,Yurii Dzhavakian,YuriiDzhavakian,UKR,1993-05-07
668,Dimitris Sakellaridis,DimitrisSakellaridis,GRE,2006-04-30
669,Kyle Kang,KyleKang,USA,2005-01-27
670,Gastao Elias,GastaoElias,POR,1990-11-24
671,Matyas Cerny,MatyasCerny,CZE,2001-10-15
672,Mariano Kestelboim,MarianoKestelboim,ARG,1996-02-06
673,Daniel Antonio Nunez,DanielAntonioNunez,CHI,2001-06-02
674,Keisuke Saitoh,KeisukeSaitoh,JPN,2001-04-29
675,"Melios Efstathiou</a></td><td align=""left"">CYP</td><td align=""right""></td></tr><tr><td align=""right"">676</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=DuncanChan"">Duncan Chan",MeliosEfstathiou,CAN,2005-07-29
677,Sora Fukuda,SoraFukuda,JPN,1997-10-03
678,Chase Ferguson,ChaseFerguson,AUS,1999-01-02
679,Nicolas Villalon,NicolasVillalon,CHI,2004-02-21
680,Gavin Young,GavinYoung,USA,2002-09-17
681,Yusuke Kusuhara,YusukeKusuhara,JPN,1997-08-09
682,Tuncay Duran,TuncayDuran,TUR,2004-06-02
683,Nikolay Vylegzhanin,NikolayVylegzhanin,RUS,2000-04-18
684,Egor Agafonov,EgorAgafonov,RUS,2002-09-05
685,Uisung Park,UisungPark,KOR,2000-09-27
686,Yaroslav Demin,YaroslavDemin,RUS,2005-08-30
687,Dan Alexandru Tomescu,DanAlexandruTomescu,ROU,1999-03-30
688,James Watt,JamesWatt,NZL,2000-06-09
689,Radu David Turcanu,RaduDavidTurcanu,ROU,2006-03-16
690,Kasra Rahmani,KasraRahmani,IRI,2006-09-07
691,Michal Krajci,MichalKrajci,SVK,2005-01-14
692,Samuel Heredia,SamuelHeredia,COL,2006-06-07
693,Johan Alexander Rodriguez Rodriguez,JohanAlexanderRodriguezRodriguez,COL,2003-09-26
694,Oscar Weightman,OscarWeightman,GBR,2001-11-19
695,Joao Domingues,JoaoDomingues,POR,1993-10-05
696,Martin Van Der Meerschen,MartinVanDerMeerschen,BEL,2000-06-14
697,Andreja Petrovic,AndrejaPetrovic,NOR,2000-02-01
698,Leo Raquillet,LeoRaquillet,FRA,2005-10-04
699,Maik Steiner,MaikSteiner,GER,1994-06-19
700,Fausto Tabacco,FaustoTabacco,ITA,2002-05-13
701,Samir Hamza Reguig,SamirHamzaReguig,ALG,2002-01-19
702,Noa Vukadin,NoaVukadin,CRO,2004-04-15
703,Patrick Maloney,PatrickMaloney,USA,2000-02-09
704,Matyas Fuele,MatyasFuele,HUN,1998-12-22
705,Matisse Bobichon,MatisseBobichon,FRA,2002-01-16
706,Fitriadi M Rifqi,FitriadiMRifqi,INA,1999-01-23
707,Shinji Hazawa,ShinjiHazawa,JPN,1999-04-12
708,Seydina Andre,SeydinaAndre,SEN,2003-08-08
709,Ignacio Monzon,IgnacioMonzon,ARG,1998-01-05
710,Kei Nishikori,KeiNishikori,JPN,1989-12-29
711,Pablo Martinez Gomez,PabloMartinezGomez,ESP,2006-03-10
712,Tadeas Paroulek,TadeasParoulek,CZE,1999-12-30
713,Samuel Vincent Ruggeri,SamuelVincentRuggeri,ITA,2002-05-22
714,Manish Sureshkumar,ManishSureshkumar,IND,1999-08-13
715,Lorenzo Bocchi,LorenzoBocchi,ITA,1997-11-29
716,Amit Vales,AmitVales,ISR,2005-06-07
717,Gabriele Bosio,GabrieleBosio,ITA,2000-11-25
718,Ye Cong Mo,YeCongMo,CHN,2000-06-26
719,Dmitry Popko,DmitryPopko,KAZ,1996-10-24
720,Dong Ju Kim,DongJuKim,KOR,2002-04-09
721,Attila Boros,AttilaBoros,HUN,2003-12-22
722,Alejandro Turriziani Alvarez,AlejandroTurrizianiAlvarez,ESP,2003-02-12
723,Stuart Parker,StuartParker,GBR,1997-07-30
724,Peter Bertran,PeterBertran,DOM,1996-03-05
725,Gabriele Pennaforti,GabrielePennaforti,ITA,2000-09-14
726,Tomas Farjat,TomasFarjat,ARG,2001-02-15
727,Fernando Cavallo,FernandoCavallo,ARG,2005-12-13
728,Marlon Vankan,MarlonVankan,GER,2000-08-27
729,Tianhui Zhang,TianhuiZhang,CHN,2006-02-19
730,Pawit Sornlaksup,PawitSornlaksup,THA,1999-08-24
731,Loann Massard,LoannMassard,FRA,2005-07-27
732,Benjamin Torrealba,BenjaminTorrealba,CHI,2005-06-23
733,Matteo Covato,MatteoCovato,ITA,2005-05-04
734,Elmar Ejupovic,ElmarEjupovic,GER,1993-02-01
735,Oskar Brostrom Poulsen,OskarBrostromPoulsen,DEN,2002-01-15
736,Jose Pereira,JosePereira,BRA,1991-01-26
737,Pierre Delage,PierreDelage,FRA,2001-01-22
738,Mwendwa Mbithi,MwendwaMbithi,USA,1998-01-10
739,Maxence Bertimon,MaxenceBertimon,FRA,1999-09-20
740,Branko Djuric,BrankoDjuric,SRB,2005-02-10
741,Ben Jones,BenJones,GBR,1998-05-19
742,Matt Kuhar,MattKuhar,USA,1996-06-17
743,Ryan Fishback,RyanFishback,USA,2002-04-27
744,Franco Ribero,FrancoRibero,ARG,1999-09-09
745,"Nikolai Barsukov</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">746</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=JoshuaCharlton"">Joshua Charlton",NikolaiBarsukov,AUS,1999-07-29
747,Michiel De Krom,MichielDeKrom,NED,1998-06-27
748,Ryan Seggerman,RyanSeggerman,USA,1999-08-06
749,Alexis Gautier,AlexisGautier,FRA,1997-04-07
750,Hunter Heck,HunterHeck,USA,2002-05-15
751,Michael Agwi,MichaelAgwi,IRL,2003-09-04
752,Pavel Lagutin,PavelLagutin,RUS,2005-03-06
753,Alejandro Juan Mano,AlejandroJuanMano,ESP,2005-01-14
754,Kai Wehnelt,KaiWehnelt,GER,1995-11-27
755,Rodrigo Alujas,RodrigoAlujas,MEX,2002-08-26
756,Govind Nanda,GovindNanda,USA,2001-02-17
757,Pierre Yves Bailly,PierreYvesBailly,BEL,2003-10-15
758,Kenta Miyoshi,KentaMiyoshi,JPN,2004-03-16
759,Lucas Gerch,LucasGerch,GER,1994-12-20
760,Andres Santamarta Roig,AndresSantamartaRoig,ESP,2007-01-23
761,Theo Papamalamis,TheoPapamalamis,FRA,2006-01-09
762,Marko Miladinovic,MarkoMiladinovic,SRB,2000-12-07
763,Tim Handel,TimHandel,GER,1996-10-18
764,Yannik Kelm,YannikKelm,GER,2005-02-17
765,Yanaki Milev,YanakiMilev,BUL,2004-04-15
766,Alibek Kachmazov,AlibekKachmazov,RUS,2002-08-17
767,Conner Huertas Del Pino,ConnerHuertasDelPino,PER,1995-12-20
768,Toby Alex Kodat,TobyAlexKodat,USA,2003-01-13
769,Arklon Huertas Del Pino,ArklonHuertasDelPino,PER,1994-07-16
770,Gian Luca Tanner,GianLucaTanner,SUI,2001-01-12
771,Giorgio Tabacco,GiorgioTabacco,ITA,2003-08-06
772,Mykyta Mashtakov,MykytaMashtakov,UKR,1999-03-18
773,"Lorenzo Angelini</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">774</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=JohnHallquistLithen"">John Hallquist Lithen",LorenzoAngelini,SWE,2001-12-03
775,Oscar Jose Gutierrez,OscarJoseGutierrez,BRA,1993-04-25
776,Emil Ruusuvuori,EmilRuusuvuori,FIN,1999-04-02
777,"Michael Antonius</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">778</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/player.cgi?p=FacundoJuarez"">Facundo Juarez",MichaelAntonius,ITA,1997-09-23
779,Thijs Boogaard,ThijsBoogaard,NED,2008-07-05
780,Daniel Jade,DanielJade,FRA,2009-03-16
781,Alejandro Manzanera Pertusa,AlejandroManzaneraPertusa,ESP,2003-04-08
782,Nikita Bilozertsev,NikitaBilozertsev,UKR,2008-11-28
783,Shintaro Imai,ShintaroImai,JPN,1993-09-07
784,Dominik Kellovsky,DominikKellovsky,CZE,1996-07-24
785,Ryuki Matsuda,RyukiMatsuda,JPN,1999-12-28
786,Maximilian Neuchrist,MaximilianNeuchrist,AUT,1991-07-22
787,Wilson Leite,WilsonLeite,BRA,1991-11-06
788,Ignacio Parisca,IgnacioParisca,VEN,2005-08-20
789,Aleksandr Braynin,AleksandrBraynin,UKR,1999-08-29
790,Nicholas David Ionel,NicholasDavidIonel,ROU,2002-10-12
791,Jack Anthrop,JackAnthrop,USA,2003-11-05
792,Giovanni Fonio,GiovanniFonio,ITA,1998-05-07
793,Woobin Shin,WoobinShin,KOR,2004-01-20
794,John Sperle,JohnSperle,GER,2002-01-30
795,Jorge Plans,JorgePlans,ESP,2002-01-28
796,Matthew Summers,MatthewSummers,GBR,1998-09-25
797,Taisei Ichikawa,TaiseiIchikawa,JPN,2000-12-21
798,Enzo Couacaud,EnzoCouacaud,FRA,1995-03-01
799,Lucas Andrade Da Silva,LucasAndradeDaSilva,BRA,2005-01-25
800,Gustavo Ribeiro De Almeida,GustavoRibeiroDeAlmeida,BRA,2006-04-19
801,Roger Pascual Ferra,RogerPascualFerra,ESP,2006-03-11
802,Damien Wenger,DamienWenger,SUI,2000-03-17
803,Jozef Kovalik,JozefKovalik,SVK,1992-11-04
804,Matt Ponchet,MattPonchet,FRA,2004-06-22
805,Scott Jones,ScottJones,AUS,1998-01-14
806,Sander Jong,SanderJong,NED,2000-05-18
807,Naoki Nakagawa,NaokiNakagawa,JPN,1996-11-19
808,Abel Forger,AbelForger,NED,2005-07-25
809,Rigele Te,RigeleTe,CHN,1997-10-09
810,Rafael Izquierdo Luque,RafaelIzquierdoLuque,ESP,2000-01-10
811,Nicolas Zanellato,NicolasZanellato,BRA,2002-01-22
812,Hoyoung Roh,HoyoungRoh,KOR,2006-04-20
813,Felipe Meligeni Alves,FelipeMeligeniAlves,BRA,1998-02-19
814,Dennis Novak,DennisNovak,AUT,1993-08-28
815,Grigory Shebekin,GrigoryShebekin,RUS,2005-05-14
816,Alex Knaff,AlexKnaff,LUX,1997-11-26
817,Marc Majdandzic,MarcMajdandzic,GER,2005-02-04
818,Thiago Cigarran,ThiagoCigarran,ARG,2000-03-26
819,William Grant,WilliamGrant,USA,2001-02-13
820,Nikola Slavic,NikolaSlavic,SWE,2000-09-26
821,Finn Murgett,FinnMurgett,GBR,2001-09-17
822,Wishaya Trongcharoenchaikul,WishayaTrongcharoenchaikul,THA,1995-04-08
823,Albert Pedrico Kravtsov,AlbertPedricoKravtsov,ESP,2005-06-12
824,Pedro Rodenas,PedroRodenas,ESP,2004-03-30
825,Stijn Slump,StijnSlump,NED,1999-01-21
826,Marc Van Der Merwe,MarcVanDerMerwe,RSA,1994-08-18
827,Maximilian Homberg,MaximilianHomberg,GER,2003-01-25
828,Amaury Raynel,AmauryRaynel,FRA,2002-06-29
829,Natan Rodrigues,NatanRodrigues,BRA,2002-02-02
830,Oleksii Krutykh,OleksiiKrutykh,UKR,2000-03-10
831,Daniel Salazar Martinez,DanielSalazarMartinez,COL,2001-03-21
832,Dragos Nicolae Cazacu,DragosNicolaeCazacu,ROU,2004-02-10
833,Andrea Fiorentini,AndreaFiorentini,ITA,2001-02-02
834,Luis Guto Miguel,LuisGutoMiguel,BRA,2009-02-26
835,Juan Sebastian Osorio,JuanSebastianOsorio,COL,1997-10-14
836,Kenny De Schepper,KennyDeSchepper,FRA,1987-05-29
837,Kris Van Wyk,KrisVanWyk,RSA,1996-09-29
838,Taiyo Yamanaka,TaiyoYamanaka,JPN,2001-09-05
839,Tiago Cacao,TiagoCacao,POR,1998-02-28
840,Felix Corwin,FelixCorwin,USA,1996-05-26
841,Jesse Flores,JesseFlores,CRC,1995-03-31
842,Xiaofei Wang,XiaofeiWang,CHN,2003-01-10
843,Nicolas Jadoun,NicolasJadoun,FRA,2002-08-09
844,Borna Coric,BornaCoric,CRO,1996-11-14
845,Miles Jones,MilesJones,USA,2000-12-26
846,Thanapet Chanta,ThanapetChanta,THA,1999-09-09
847,Mert Naci Turker,MertNaciTurker,TUR,1998-08-16
848,Dinko Dinev,DinkoDinev,BUL,2004-02-13
849,Francisco Rocha,FranciscoRocha,POR,1999-10-04
850,Naoya Honda,NaoyaHonda,JPN,2006-03-15
851,Keaton Hance,KeatonHance,USA,2008-03-06
852,Adrien Gobat,AdrienGobat,FRA,2001-07-10
853,Calvin Mueller,CalvinMueller,GER,2000-06-20
854,Jeffrey Von Der Schulenburg,JeffreyVonDerSchulenburg,SUI,2002-02-13
855,Vincent Marysko,VincentMarysko,GER,2006-02-04
856,Axel Nefve,AxelNefve,USA,2000-07-22
857,Jakub Filip,JakubFilip,CZE,2005-09-25
859,Ali Yazdani,AliYazdani,IRI,2003-09-09
